2024-11-06 18:51:08 INFO  UnitTest:35 - UnitTests start
2024-11-06 18:51:17 INFO  APITest:133 - Player Ira Score 0 Best Player Oswaldo Best Score 50
2024-11-06 18:51:17 INFO  APITest:133 - Player Ira Score 0 Best Player Oswaldo Best Score 50
2024-11-06 18:51:17 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:17 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:17 INFO  APITest:142 - shouldTetraminoImageAppear Test start
2024-11-06 18:51:17 INFO  APITest:172 - <td><img id="c0v5" src="/img/O.png"></td>
2024-11-06 18:51:17 INFO  APITest:172 - <td><img id="c0v6" src="/img/O.png"></td>
2024-11-06 18:51:17 INFO  APITest:172 - <td><img id="c1v5" src="/img/O.png"></td>
2024-11-06 18:51:17 INFO  APITest:172 - <td><img id="c1v6" src="/img/O.png"></td>
2024-11-06 18:51:17 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:17 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:17 INFO  APITest:183 - shouldTetraminoImageMoveDown Test start
2024-11-06 18:51:17 INFO  APITestService:29 - 0 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 1 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 2 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 3 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 1 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 2 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 3 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 4 I.png 5
2024-11-06 18:51:17 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:17 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:17 INFO  APITest:215 - shouldTetraminoImageMoveLeft Test start
2024-11-06 18:51:17 INFO  APITestService:29 - 0 J.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 1 J.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 2 J.png 4
2024-11-06 18:51:17 INFO  APITestService:29 - 2 J.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 1 J.png 4
2024-11-06 18:51:17 INFO  APITestService:29 - 2 J.png 4
2024-11-06 18:51:17 INFO  APITestService:29 - 3 J.png 3
2024-11-06 18:51:17 INFO  APITestService:29 - 3 J.png 4
2024-11-06 18:51:17 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:17 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:17 INFO  APITest:248 - shouldTetraminoImageMoveRight Test start
2024-11-06 18:51:17 INFO  APITestService:29 - 0 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 1 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 2 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 3 I.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 1 I.png 6
2024-11-06 18:51:17 INFO  APITestService:29 - 2 I.png 6
2024-11-06 18:51:17 INFO  APITestService:29 - 3 I.png 6
2024-11-06 18:51:17 INFO  APITestService:29 - 4 I.png 6
2024-11-06 18:51:17 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:17 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:17 INFO  APITest:280 - shouldTetraminoImageRotate Test start
2024-11-06 18:51:17 INFO  APITestService:29 - 1 L.png 6
2024-11-06 18:51:17 INFO  APITestService:29 - 2 L.png 4
2024-11-06 18:51:17 INFO  APITestService:29 - 2 L.png 5
2024-11-06 18:51:17 INFO  APITestService:29 - 2 L.png 6
2024-11-06 18:51:18 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:18 INFO  APITest:318 - APITests are finished
2024-11-06 18:51:25 INFO  GameSaveTest:35 - UITests start
2024-11-06 18:51:50 INFO  GameService:35 - filledCellsList saved:
2024-11-06 18:51:50 INFO  GameService:36 - [(17,5), (18,1), (18,2), (18,5), (18,7), (18,8), (19,2), (19,3), (19,4), (19,5), (19,6), (19,7)]
2024-11-06 18:51:50 INFO  GameService:38 - Player Name saved:
2024-11-06 18:51:50 INFO  GameService:39 - Tommy
2024-11-06 18:51:50 INFO  GameService:41 - Player Score saved:
2024-11-06 18:51:50 INFO  GameService:42 - 0
2024-11-06 18:52:14 INFO  GameService:50 - filledCellsList after restart:
2024-11-06 18:52:14 INFO  GameService:51 - [(17,5), (18,1), (18,2), (18,5), (18,7), (18,8), (19,2), (19,3), (19,4), (19,5), (19,6), (19,7)]
2024-11-06 18:52:14 INFO  GameService:53 - Player Name after restart:
2024-11-06 18:52:14 INFO  GameService:54 - Tommy
2024-11-06 18:52:14 INFO  GameService:56 - Player Score after restart:
2024-11-06 18:52:14 INFO  GameService:57 - 0
2024-11-06 18:52:14 INFO  GameSaveTest:48 - Test Method  is called
2024-11-06 18:52:14 INFO  GameSaveTest:10 - doesSavedGameRestart Test start
2024-11-06 18:52:14 INFO  GameSaveTest:53 - Test Method  is finished
2024-11-06 18:52:14 INFO  GameSaveTest:48 - Test Method  is called
2024-11-06 18:52:14 INFO  GameSaveTest:16 - doesSavedGameRestartWithSavedPLayer Test start
2024-11-06 18:52:14 INFO  GameSaveTest:53 - Test Method  is finished
2024-11-06 18:52:14 INFO  GameSaveTest:48 - Test Method  is called
2024-11-06 18:52:14 INFO  GameSaveTest:22 - doesSavedGameRestartWithSavedPLayerScore Test start
2024-11-06 18:52:14 INFO  GameSaveTest:53 - Test Method  is finished
2024-11-06 18:52:14 INFO  GameSaveTest:58 - UITests are finished
2024-11-06 18:52:15 INFO  RunCucumberTest:22 - BDDTests start
2024-11-06 18:52:32 INFO  StepDefinitionsForSave:70 - filledCellsList saved:
2024-11-06 18:52:32 INFO  StepDefinitionsForSave:71 - [(17,7), (18,2), (18,3), (18,5), (18,6), (18,7), (19,1), (19,2), (19,5), (19,6), (19,7), (19,8)]
2024-11-06 18:52:32 INFO  StepDefinitionsForSave:73 - Player Name saved:
2024-11-06 18:52:32 INFO  StepDefinitionsForSave:74 - Oswaldo
2024-11-06 18:52:32 INFO  StepDefinitionsForSave:76 - Player Score saved:
2024-11-06 18:52:32 INFO  StepDefinitionsForSave:77 - 0
2024-11-06 18:52:57 INFO  StepDefinitionsForSave:108 - filledCellsList after restart:
2024-11-06 18:52:57 INFO  StepDefinitionsForSave:109 - [(17,7), (18,2), (18,3), (18,5), (18,6), (18,7), (19,1), (19,2), (19,5), (19,6), (19,7), (19,8)]
2024-11-06 18:52:57 INFO  StepDefinitionsForSave:111 - Player Name after restart:
2024-11-06 18:52:57 INFO  StepDefinitionsForSave:112 - Oswaldo
2024-11-06 18:52:57 INFO  StepDefinitionsForSave:114 - Player Score after restart:
2024-11-06 18:52:57 INFO  StepDefinitionsForSave:115 - 0
2024-11-06 18:53:00 INFO  RunCucumberTest:28 - BDD Tests are finished
